1073741824
Max power of two page-lockable size (<= 1GB): 1024MB
4,Device to Device,6.67902e-05,0.055776
4,Host to Device,0.000154397,0.024128
4,Device to host,7.1817e-05,0.051872
4,Host to Device - cudaHostAllocDefault,6.42114e-05,0.058016
4,Device to Host - cudaHostAllocDefault,0.000144615,0.02576
4,Host to Device - cudaHostAllocPortable,6.58085e-05,0.056608
4,Device to Host - cudaHostAllocPortable,0.000125583,0.029664
4,Host to Device - cudaHostAllocMapped,6.56231e-05,0.056768
4,Device to Host - cudaHostAllocMapped,0.000145337,0.025632
4,Device(on host) to Device - cudaHostAllocMapped,0.000122672,0.030368
4,Device to Device(on host) - cudaHostAllocMapped,0.000446036,0.008352
4,Host to Device - cudaHostAllocWriteCombined,6.53651e-05,0.056992
4,Device to Host - cudaHostAllocWriteCombined,0.0001439,0.025888
4,Device(on host) to Device - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.000123846,0.03008
4,Device to Device(on host) - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.00044948,0.008288
8,Device to Device,0.000237098,0.031424
8,Host to Device,0.000316346,0.023552
8,Device to host,0.000164661,0.045248
8,Host to Device - cudaHostAllocDefault,9.97561e-05,0.074688
8,Device to Host - cudaHostAllocDefault,0.000231212,0.032224
8,Host to Device - cudaHostAllocPortable,0.000131617,0.056608
8,Device to Host - cudaHostAllocPortable,0.000243802,0.03056
8,Host to Device - cudaHostAllocMapped,0.000130877,0.056928
8,Device to Host - cudaHostAllocMapped,0.000293238,0.025408
8,Device(on host) to Device - cudaHostAllocMapped,0.000241026,0.030912
8,Device to Device(on host) - cudaHostAllocMapped,0.000920279,0.008096
8,Host to Device - cudaHostAllocWriteCombined,0.00012814,0.058144
8,Device to Host - cudaHostAllocWriteCombined,0.000292501,0.025472
8,Device(on host) to Device - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.000236616,0.031488
8,Device to Device(on host) - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.000916656,0.008128
16,Device to Device,0.000521457,0.028576
16,Host to Device,0.000635281,0.023456
16,Device to host,0.000330022,0.045152
16,Host to Device - cudaHostAllocDefault,0.000257984,0.05776
16,Device to Host - cudaHostAllocDefault,0.000511154,0.029152
16,Host to Device - cudaHostAllocPortable,0.000266244,0.055968
16,Device to Host - cudaHostAllocPortable,0.000533404,0.027936
16,Host to Device - cudaHostAllocMapped,0.000266397,0.055936
16,Device to Host - cudaHostAllocMapped,0.000584268,0.025504
16,Device(on host) to Device - cudaHostAllocMapped,0.000495912,0.030048
16,Device to Device(on host) - cudaHostAllocMapped,0.00183331,0.008128
16,Host to Device - cudaHostAllocWriteCombined,0.000258414,0.057664
16,Device to Host - cudaHostAllocWriteCombined,0.000584268,0.025504
16,Device(on host) to Device - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.000494333,0.030144
16,Device to Device(on host) - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.00130804,0.011392
32,Device to Device,0.00105353,0.028288
32,Host to Device,0.00123682,0.024096
32,Device to host,0.00065725,0.045344
32,Host to Device - cudaHostAllocDefault,0.000456307,0.065312
32,Device to Host - cudaHostAllocDefault,0.000814093,0.036608
32,Host to Device - cudaHostAllocPortable,0.000533709,0.05584
32,Device to Host - cudaHostAllocPortable,0.00112615,0.026464
32,Host to Device - cudaHostAllocMapped,0.000527363,0.056512
32,Device to Host - cudaHostAllocMapped,0.0011598,0.025696
32,Device(on host) to Device - cudaHostAllocMapped,0.000970128,0.03072
32,Device to Device(on host) - cudaHostAllocMapped,0.00366662,0.008128
32,Host to Device - cudaHostAllocWriteCombined,0.000518265,0.057504
32,Device to Host - cudaHostAllocWriteCombined,0.00101121,0.029472
32,Device(on host) to Device - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.00098034,0.0304
32,Device to Device(on host) - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.00352774,0.008448
64,Device to Device,0.00209994,0.028384
64,Host to Device,0.00246708,0.02416
64,Device to host,0.0013145,0.045344
64,Host to Device - cudaHostAllocDefault,0.00102119,0.058368
64,Device to Host - cudaHostAllocDefault,0.00231961,0.025696
64,Host to Device - cudaHostAllocPortable,0.00106681,0.055872
64,Device to Host - cudaHostAllocPortable,0.0020559,0.028992
64,Host to Device - cudaHostAllocMapped,0.000913509,0.065248
64,Device to Host - cudaHostAllocMapped,0.00226324,0.026336
64,Device(on host) to Device - cudaHostAllocMapped,0.0019163,0.031104
64,Device to Device(on host) - cudaHostAllocMapped,0.00682288,0.008736
64,Host to Device - cudaHostAllocWriteCombined,0.00103538,0.057568
64,Device to Host - cudaHostAllocWriteCombined,0.00212874,0.028
64,Device(on host) to Device - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.0019322,0.030848
64,Device to Device(on host) - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.00736223,0.008096
128,Device to Device,0.00421413,0.028288
128,Host to Device,0.00497369,0.023968
128,Device to host,0.00229531,0.051936
128,Host to Device - cudaHostAllocDefault,0.00181368,0.065728
128,Device to Host - cudaHostAllocDefault,0.0046508,0.025632
128,Host to Device - cudaHostAllocPortable,0.00213974,0.055712
128,Device to Host - cudaHostAllocPortable,0.00443487,0.02688
128,Host to Device - cudaHostAllocMapped,0.00190943,0.062432
128,Device to Host - cudaHostAllocMapped,0.00434183,0.027456
128,Device(on host) to Device - cudaHostAllocMapped,0.00377436,0.031584
128,Device to Device(on host) - cudaHostAllocMapped,0.0148418,0.008032
128,Host to Device - cudaHostAllocWriteCombined,0.00206502,0.057728
128,Device to Host - cudaHostAllocWriteCombined,0.00436728,0.027296
128,Device(on host) to Device - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.00338663,0.0352
128,Device to Device(on host) - cudaHostAllocMapped | cudaHostAllocWriteCombined,0.0149012,0.008
256,Device to Device,0.00839975,0.028384
256,Host to Device,0.00934828,0.025504
256,Device to host,0.00473956,0.050304
256,Host to Device - cudaHostAllocDefault,0.00416234,0.05728
256,Device to Host - cudaHostAllocDefault,0.00939544,0.025376
256,Host to Device - cudaHostAllocPortable,0.00422369,0.056448
256,Device to Host - cudaHostAllocPortable,0.00802,0.029728
256,Host to Device - cudaHostAllocMapped,0.00369572,0.064512
256,Device to Host - cudaHostAllocMapped,0.00917559,0.025984
256,Device(on host) to Device - cudaHostAllocMapped,0.0076731,0.031072
